team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NYI,2022,NYI,NYI,Team Level,all,82,0.5,0.5,0.49,298395.0,2539.24,258.48,180.25,606.45,87.0,1411.06,996.76,244.8,258.76,245.11,2525.0,1015.0,1323.0,4863.0,242.0,285.0,32.0,496.0,71.0,1198.0,1248.0,2283.0,3298.0,268.0,588.0,2308.0,2139.0,528.0,767.0,2545.0,704.0,291.0,74.02,87.55,96.91,94.0,82.0,66.0,4868.43,3540.0,3545.24,381.0,39.75,60.89,60.91,237.32,237.45,230.17,2628.26,258.13,185.04,616.52,88.31,1429.07,1040.94,245.17,258.74,245.75,2545.0,1073.0,1323.0,4941.0,217.0,281.0,31.0,453.0,88.0,1205.0,1374.0,2328.0,3401.0,269.0,591.0,2154.0,1749.0,494.0,875.0,2644.0,682.0,292.0,76.12,85.94,96.06,69.0,82.0,66.0,4948.41,3618.0,3623.55,460.0,40.88,59.31,59.31,239.71,239.82,233.22
NYI,2022,NYI,NYI,Team Level,5on5,82,0.5,0.5,0.49,244949.0,2032.47,182.99,138.96,505.44,70.22,1119.2,819.18,174.83,183.27,175.15,2016.0,820.0,1076.0,3912.0,176.0,230.0,23.0,404.0,57.0,956.0,1013.0,1840.0,2660.0,238.0,522.0,1796.0,2042.0,455.0,645.0,2084.0,558.0,194.0,59.82,69.92,53.25,78.0,70.0,28.0,3917.43,2836.0,2841.24,346.0,28.85,44.23,44.24,167.6,167.74,164.27,2101.12,181.77,139.17,512.78,70.22,1140.76,852.3,173.81,182.38,174.39,2013.0,884.0,1057.0,3954.0,145.0,213.0,23.0,374.0,75.0,958.0,1132.0,1868.0,2752.0,240.0,527.0,1676.0,1637.0,426.0,758.0,2186.0,521.0,190.0,63.04,65.56,53.18,58.0,56.0,31.0,3961.41,2897.0,2902.55,408.0,28.81,44.33,44.42,166.17,166.28,162.97
NYI,2022,NYI,NYI,Team Level,4on5,82,0.12,0.1,0.12,21353.0,44.71,4.97,2.36,6.52,1.46,14.21,30.47,4.86,4.97,4.86,49.0,11.0,12.0,72.0,3.0,3.0,0.0,4.0,0.0,13.0,37.0,46.0,57.0,12.0,29.0,167.0,49.0,38.0,27.0,40.0,11.0,9.0,1.21,1.3,2.45,1.0,0.0,2.0,72.0,60.0,60.0,22.0,0.54,0.5,0.72,4.78,4.78,4.75,321.73,36.53,32.29,70.02,11.15,190.48,99.53,33.66,36.53,33.66,324.0,116.0,174.0,614.0,33.0,51.0,6.0,56.0,7.0,158.0,135.0,291.0,407.0,15.0,33.0,202.0,17.0,15.0,55.0,309.0,84.0,47.0,8.11,10.4,18.02,8.0,12.0,13.0,614.0,440.0,440.0,8.0,8.37,10.21,9.7,35.2,35.2,33.47
NYI,2022,NYI,NYI,Team Level,5on4,82,0.87,0.87,0.84,22183.0,324.84,42.54,28.97,69.5,10.72,202.1,101.17,38.51,42.54,38.51,323.0,132.0,163.0,618.0,31.0,37.0,6.0,62.0,9.0,176.0,140.0,292.0,424.0,14.0,31.0,229.0,24.0,15.0,71.0,326.0,80.0,49.0,9.0,9.51,24.02,9.0,6.0,16.0,618.0,455.0,455.0,7.0,7.46,12.0,12.0,37.99,37.99,35.26,65.66,6.3,3.34,9.91,2.21,21.03,45.22,6.14,6.3,6.14,77.0,11.0,8.0,96.0,7.0,4.0,0.0,6.0,1.0,15.0,55.0,70.0,81.0,7.0,17.0,164.0,65.0,37.0,35.0,61.0,19.0,8.0,1.55,2.6,2.15,1.0,4.0,2.0,96.0,88.0,88.0,30.0,0.78,0.43,0.43,6.64,6.64,6.53
DET,2022,DET,DET,Team Level,other,81,0.56,0.5,0.5,11486.0,153.93,34.34,11.05,27.96,5.14,78.75,50.76,32.09,34.34,32.09,145.0,63.0,63.0,271.0,35.0,15.0,3.0,22.0,5.0,64.0,67.0,110.0,173.0,12.0,25.0,136.0,35.0,18.0,18.0,113.0,48.0,47.0,4.54,5.45,24.35,7.0,7.0,21.0,271.0,208.0,208.0,10.0,3.23,4.75,4.75,32.82,32.82,31.64,147.11,26.78,11.37,27.49,5.05,82.66,51.65,25.48,26.78,25.48,142.0,63.0,65.0,270.0,29.0,8.0,0.0,27.0,4.0,70.0,67.0,113.0,176.0,5.0,13.0,138.0,37.0,22.0,20.0,122.0,44.0,39.0,4.73,5.33,16.71,5.0,8.0,16.0,270.0,205.0,205.0,10.0,3.32,1.25,1.25,28.86,28.86,27.41
DET,2022,DET,DET,Team Level,all,81,0.48,0.47,0.48,295395.0,2285.53,226.81,156.33,533.38,75.29,1262.41,908.78,216.25,226.47,216.0,2280.0,883.0,1074.0,4237.0,237.0,205.0,26.0,474.0,58.0,1016.0,1173.0,2043.0,2926.0,293.0,602.0,2210.0,1776.0,459.0,576.0,2343.0,580.0,240.0,67.46,70.01,89.36,91.0,70.0,76.0,4205.61,3163.0,3147.73,318.0,34.95,48.09,48.16,213.6,213.44,208.62,2495.51,242.23,174.2,584.74,85.13,1396.17,1003.54,229.08,243.17,230.02,2464.0,1022.0,1265.0,4751.0,270.0,227.0,44.0,508.0,58.0,1195.0,1228.0,2194.0,3216.0,305.0,636.0,2274.0,1566.0,424.0,665.0,2591.0,638.0,257.0,77.17,77.63,87.42,110.0,83.0,77.0,4788.84,3486.0,3508.13,346.0,38.77,43.67,43.91,237.09,237.76,228.22
DET,2022,DET,DET,Team Level,5on5,81,0.47,0.46,0.47,236587.0,1699.81,142.67,110.93,417.99,56.33,940.52,696.55,136.64,142.32,136.4,1695.0,670.0,826.0,3191.0,146.0,159.0,16.0,371.0,41.0,748.0,900.0,1549.0,2219.0,255.0,522.0,1622.0,1615.0,366.0,485.0,1798.0,429.0,138.0,50.78,52.54,39.35,74.0,50.0,22.0,3159.61,2365.0,2349.73,281.0,22.9,35.0,35.21,130.37,130.21,128.14,1941.75,161.58,129.38,477.96,66.43,1086.49,795.15,155.22,162.53,156.16,1907.0,810.0,1030.0,3747.0,182.0,188.0,35.0,407.0,48.0,931.0,961.0,1725.0,2535.0,266.0,554.0,1698.0,1445.0,347.0,565.0,2087.0,480.0,150.0,61.75,58.51,41.32,88.0,62.0,32.0,3784.84,2717.0,2739.13,299.0,26.73,35.66,36.22,152.1,152.77,149.81
DET,2022,DET,DET,Team Level,4on5,81,0.09,0.13,0.15,22457.0,60.02,5.0,2.74,8.65,1.83,18.88,43.9,4.98,5.0,4.98,69.0,12.0,10.0,91.0,5.0,1.0,0.0,6.0,0.0,14.0,55.0,64.0,76.0,10.0,23.0,191.0,92.0,48.0,25.0,61.0,13.0,7.0,1.67,1.49,1.84,1.0,3.0,1.0,91.0,81.0,81.0,24.0,0.64,0.25,0.25,5.39,5.39,5.37,339.43,48.44,30.17,69.47,11.6,205.31,108.02,42.99,48.44,42.99,341.0,132.0,157.0,630.0,49.0,30.0,8.0,70.0,6.0,180.0,138.0,292.0,424.0,25.0,51.0,225.0,21.0,16.0,44.0,311.0,100.0,62.0,8.76,12.18,27.49,12.0,10.0,27.0,630.0,473.0,473.0,1.0,7.96,6.66,6.34,50.06,50.06,44.97
DET,2022,DET,DET,Team Level,5on4,81,0.89,0.87,0.85,24865.0,371.77,44.8,31.61,78.79,11.97,224.25,117.58,42.54,44.8,42.54,371.0,138.0,175.0,684.0,51.0,30.0,7.0,75.0,12.0,190.0,151.0,320.0,458.0,16.0,32.0,261.0,34.0,27.0,48.0,371.0,90.0,48.0,10.45,10.53,23.82,9.0,10.0,32.0,684.0,509.0,509.0,3.0,8.17,8.08,7.95,45.02,45.02,43.47,67.22,5.43,3.27,9.82,2.04,21.71,48.71,5.4,5.43,5.4,74.0,17.0,13.0,104.0,10.0,1.0,1.0,4.0,0.0,14.0,62.0,64.0,81.0,9.0,18.0,213.0,63.0,39.0,36.0,71.0,14.0,6.0,1.92,1.61,1.91,5.0,3.0,2.0,104.0,91.0,91.0,36.0,0.75,0.11,0.11,6.08,6.08,6.04
WPG,2022,WPG,WPG,Team Level,other,81,0.51,0.54,0.53,10483.0,156.09,34.86,11.85,26.93,5.24,89.06,48.05,31.27,34.86,31.27,147.0,69.0,66.0,282.0,39.0,10.0,4.0,19.0,2.0,83.0,63.0,108.0,177.0,6.0,12.0,107.0,38.0,21.0,18.0,110.0,63.0,43.0,4.29,7.79,22.79,6.0,12.0,21.0,282.0,216.0,216.0,7.0,3.49,3.88,3.88,34.47,34.47,32.1,136.94,33.33,9.52,24.34,4.6,72.34,45.88,31.75,33.33,31.75,133.0,57.0,49.0,239.0,31.0,12.0,3.0,25.0,2.0,65.0,55.0,102.0,159.0,8.0,18.0,125.0,42.0,15.0,20.0,87.0,58.0,45.0,3.37,7.32,22.63,6.0,6.0,19.0,239.0,190.0,190.0,14.0,2.75,3.96,3.96,32.12,32.12,30.85
WPG,2022,WPG,WPG,Team Level,all,81,0.52,0.52,0.51,293497.0,2578.45,266.1,182.21,587.17,85.99,1449.59,1025.93,252.53,266.17,252.65,2466.0,1131.0,1197.0,4794.0,244.0,224.0,43.0,492.0,67.0,1290.0,1280.0,2222.0,3353.0,292.0,663.0,2155.0,1776.0,606.0,700.0,2561.0,754.0,282.0,76.73,91.96,97.41,90.0,81.0,73.0,4801.78,3597.0,3603.0,487.0,40.52,47.28,47.39,259.23,259.64,251.25,2462.06,248.82,171.74,569.5,81.1,1355.84,984.99,237.08,249.07,237.39,2462.0,950.0,1102.0,4514.0,220.0,213.0,33.0,473.0,57.0,1153.0,1296.0,2242.0,3192.0,315.0,701.0,2242.0,1734.0,559.0,762.0,2436.0,722.0,254.0,71.02,90.28,87.52,68.0,76.0,76.0,4504.51,3412.0,3410.68,553.0,38.05,46.61,46.61,240.26,240.47,233.38
WPG,2022,WPG,WPG,Team Level,5on5,81,0.52,0.52,0.51,235312.0,1994.09,178.73,134.57,475.56,66.74,1118.66,818.74,171.89,178.8,172.01,1910.0,883.0,954.0,3747.0,159.0,179.0,34.0,394.0,57.0,977.0,1027.0,1751.0,2634.0,265.0,605.0,1674.0,1633.0,512.0,584.0,2047.0,567.0,179.0,61.43,69.54,47.75,75.0,54.0,30.0,3754.78,2793.0,2799.01,429.0,27.86,36.2,36.31,170.28,170.68,167.46,1908.52,166.22,126.52,464.42,62.72,1047.13,775.99,159.71,166.46,160.03,1916.0,727.0,873.0,3516.0,146.0,169.0,22.0,385.0,46.0,877.0,1020.0,1770.0,2497.0,275.0,611.0,1657.0,1576.0,471.0,634.0,1953.0,544.0,146.0,57.56,68.42,40.23,54.0,60.0,32.0,3506.51,2643.0,2641.68,472.0,26.19,35.74,35.74,156.68,156.88,154.04
WPG,2022,WPG,WPG,Team Level,4on5,81,0.11,0.11,0.13,22840.0,56.74,5.16,2.64,7.38,1.6,17.29,39.95,4.98,5.16,4.98,60.0,14.0,8.0,82.0,5.0,1.0,0.0,2.0,2.0,13.0,51.0,55.0,69.0,10.0,23.0,166.0,68.0,53.0,46.0,53.0,15.0,6.0,1.61,1.9,1.65,1.0,3.0,1.0,82.0,74.0,74.0,46.0,0.61,0.29,0.29,5.47,5.47,5.37,340.06,41.94,31.7,69.99,11.5,212.61,110.27,38.41,41.94,38.41,329.0,149.0,167.0,645.0,38.0,30.0,8.0,59.0,9.0,198.0,144.0,291.0,440.0,20.0,43.0,225.0,29.0,15.0,44.0,323.0,104.0,51.0,8.19,12.25,21.5,7.0,8.0,23.0,645.0,478.0,478.0,5.0,8.18,6.42,6.42,43.69,43.69,40.74
WPG,2022,WPG,WPG,Team Level,5on4,81,0.87,0.86,0.84,24862.0,371.54,47.35,33.16,77.29,12.41,224.58,119.2,44.4,47.35,44.4,349.0,165.0,169.0,683.0,41.0,34.0,5.0,77.0,6.0,217.0,139.0,308.0,473.0,11.0,23.0,208.0,37.0,20.0,52.0,351.0,109.0,54.0,9.4,12.74,25.21,8.0,12.0,21.0,683.0,514.0,514.0,5.0,8.57,6.9,6.9,49.02,49.02,46.32,76.53,7.34,4.0,10.76,2.28,23.77,52.85,7.2,7.34,7.2,84.0,17.0,13.0,114.0,5.0,2.0,0.0,4.0,0.0,13.0,77.0,79.0,96.0,12.0,29.0,235.0,87.0,58.0,64.0,73.0,16.0,12.0,1.9,2.29,3.16,1.0,2.0,2.0,114.0,101.0,101.0,62.0,0.92,0.49,0.49,7.77,7.77,7.74
OTT,2022,OTT,OTT,Team Level,other,81,0.53,0.52,0.53,11542.0,171.4,38.84,12.95,29.03,5.64,88.02,55.52,35.86,38.84,35.86,170.0,60.0,62.0,292.0,35.0,20.0,4.0,25.0,4.0,69.0,77.0,135.0,195.0,10.0,26.0,135.0,39.0,20.0,30.0,110.0,64.0,56.0,4.37,8.24,26.23,4.0,10.0,21.0,292.0,230.0,230.0,13.0,3.79,6.41,6.41,36.21,36.21,35.34,153.27,34.24,11.0,27.96,5.13,77.47,50.2,29.68,34.24,29.68,141.0,65.0,66.0,272.0,28.0,18.0,2.0,18.0,5.0,70.0,67.0,113.0,178.0,11.0,26.0,136.0,34.0,24.0,28.0,107.0,48.0,51.0,4.28,5.83,24.13,5.0,6.0,17.0,272.0,206.0,206.0,14.0,3.36,6.25,6.06,31.53,31.53,28.64
OTT,2022,OTT,OTT,Team Level,all,81,0.52,0.52,0.52,294238.0,2779.87,290.8,198.91,634.25,92.36,1493.2,1081.47,276.59,290.43,276.21,2713.0,1078.0,1250.0,5041.0,256.0,282.0,27.0,537.0,82.0,1283.0,1351.0,2457.0,3535.0,350.0,819.0,2489.0,2257.0,552.0,780.0,2596.0,890.0,305.0,75.55,110.61,104.64,62.0,100.0,94.0,5023.25,3791.0,3782.35,496.0,44.86,54.34,54.77,280.9,280.42,273.12,2560.97,273.07,182.02,581.72,84.05,1373.92,999.31,259.74,274.92,261.54,2536.0,959.0,1239.0,4734.0,266.0,241.0,39.0,548.0,78.0,1122.0,1240.0,2270.0,3229.0,365.0,856.0,2361.0,1974.0,508.0,765.0,2451.0,732.0,312.0,75.3,89.5,108.26,88.0,83.0,95.0,4784.94,3495.0,3527.66,455.0,41.03,51.07,51.14,262.89,264.58,257.15
OTT,2022,OTT,OTT,Team Level,5on5,81,0.51,0.52,0.52,226936.0,2049.11,181.24,135.22,494.51,68.04,1101.59,825.4,174.64,180.87,174.28,1989.0,817.0,962.0,3768.0,150.0,187.0,14.0,419.0,65.0,960.0,1025.0,1839.0,2656.0,308.0,723.0,1838.0,2128.0,444.0,617.0,2016.0,633.0,157.0,58.97,78.78,43.49,45.0,73.0,32.0,3750.25,2806.0,2797.35,424.0,28.08,35.99,35.99,173.33,172.84,169.79,1887.81,171.84,126.84,449.4,61.77,1010.22,757.98,166.43,173.7,168.24,1873.0,706.0,959.0,3538.0,176.0,159.0,28.0,428.0,60.0,824.0,932.0,1697.0,2403.0,314.0,742.0,1732.0,1804.0,394.0,627.0,1859.0,548.0,172.0,57.7,67.03,47.11,72.0,63.0,41.0,3588.94,2579.0,2611.66,399.0,26.4,30.89,31.18,167.0,168.69,165.96
OTT,2022,OTT,OTT,Team Level,4on5,81,0.13,0.14,0.16,28059.0,82.82,8.29,4.61,11.99,2.89,28.32,58.88,8.19,8.29,8.19,97.0,18.0,18.0,133.0,5.0,5.0,0.0,8.0,3.0,18.0,76.0,92.0,110.0,12.0,24.0,236.0,54.0,66.0,54.0,81.0,21.0,13.0,2.03,2.82,3.45,2.0,2.0,1.0,133.0,115.0,115.0,53.0,1.05,0.98,0.98,8.37,8.37,8.27,434.05,56.33,39.49,92.61,14.32,259.31,133.94,53.43,56.33,53.43,428.0,168.0,194.0,790.0,52.0,56.0,8.0,92.0,11.0,210.0,175.0,376.0,544.0,28.0,56.0,259.0,53.0,20.0,70.0,417.0,105.0,74.0,11.3,12.62,32.41,9.0,8.0,35.0,790.0,596.0,596.0,4.0,10.2,11.63,11.6,54.93,54.93,53.32
OTT,2022,OTT,OTT,Team Level,5on4,81,0.85,0.86,0.85,27701.0,476.53,62.43,46.14,98.71,15.79,275.28,141.65,57.89,62.43,57.89,457.0,183.0,208.0,848.0,66.0,70.0,9.0,85.0,10.0,236.0,173.0,391.0,574.0,20.0,46.0,280.0,36.0,22.0,79.0,389.0,172.0,79.0,10.18,20.78,31.48,11.0,15.0,40.0,848.0,640.0,640.0,6.0,11.95,10.96,11.39,62.99,62.99,59.7,85.85,10.65,4.69,11.74,2.83,26.92,57.18,10.2,10.65,10.2,94.0,20.0,20.0,134.0,10.0,8.0,1.0,10.0,2.0,18.0,66.0,84.0,104.0,12.0,32.0,234.0,83.0,70.0,40.0,68.0,31.0,15.0,2.01,4.02,4.62,2.0,6.0,2.0,134.0,114.0,114.0,38.0,1.08,2.3,2.3,9.43,9.43,9.24
VAN,2022,VAN,VAN,Team Level,other,81,0.52,0.56,0.56,9143.0,158.43,31.26,11.98,28.55,5.41,88.36,53.45,28.76,31.26,28.76,144.0,75.0,64.0,283.0,31.0,13.0,2.0,19.0,5.0,76.0,75.0,113.0,188.0,5.0,10.0,110.0,25.0,21.0,20.0,120.0,53.0,46.0,4.58,6.42,20.26,7.0,7.0,17.0,283.0,219.0,219.0,6.0,3.48,4.17,4.17,30.57,30.57,28.7,122.59,28.35,8.71,20.78,4.06,67.26,42.83,26.63,28.35,26.63,122.0,50.0,53.0,225.0,33.0,5.0,2.0,22.0,10.0,49.0,53.0,89.0,139.0,6.0,15.0,109.0,26.0,16.0,16.0,88.0,52.0,32.0,3.46,6.82,18.08,3.0,14.0,16.0,225.0,172.0,172.0,9.0,2.47,1.75,1.75,29.08,29.08,27.35
VAN,2022,VAN,VAN,Team Level,all,81,0.48,0.49,0.49,295828.0,2397.84,243.01,175.38,547.11,80.45,1362.88,944.18,232.03,242.36,231.4,2414.0,939.0,1111.0,4464.0,265.0,228.0,38.0,506.0,95.0,1044.0,1215.0,2149.0,3088.0,281.0,667.0,2248.0,2000.0,517.0,555.0,2421.0,675.0,257.0,70.6,81.83,90.58,76.0,101.0,88.0,4437.43,3353.0,3333.65,311.0,39.35,49.83,50.0,232.36,231.71,225.36,2503.47,258.26,179.17,575.79,83.59,1375.76,998.43,245.68,260.35,247.74,2499.0,972.0,1128.0,4599.0,292.0,246.0,40.0,504.0,93.0,1134.0,1202.0,2207.0,3179.0,306.0,713.0,2298.0,1624.0,483.0,611.0,2468.0,723.0,280.0,73.96,89.0,95.3,104.0,91.0,97.0,4655.29,3471.0,3512.03,349.0,39.72,52.7,52.77,245.21,247.37,240.52
VAN,2022,VAN,VAN,Team Level,5on5,81,0.47,0.48,0.48,240656.0,1788.54,155.13,123.46,427.11,59.66,1005.98,728.66,149.55,154.48,148.91,1837.0,663.0,853.0,3353.0,169.0,168.0,32.0,417.0,73.0,746.0,927.0,1668.0,2331.0,253.0,611.0,1682.0,1882.0,441.0,460.0,1865.0,492.0,143.0,55.29,59.52,40.31,61.0,72.0,36.0,3326.44,2500.0,2480.65,283.0,25.51,35.7,36.1,144.54,143.9,141.84,1972.65,176.88,134.76,474.11,66.09,1088.51,801.66,169.25,178.97,171.29,1969.0,773.0,932.0,3674.0,189.0,193.0,28.0,425.0,71.0,913.0,951.0,1780.0,2553.0,283.0,666.0,1799.0,1513.0,399.0,529.0,2019.0,540.0,183.0,60.62,66.68,49.58,84.0,61.0,44.0,3730.29,2742.0,2783.03,313.0,28.0,39.15,39.55,165.33,167.49,164.16
VAN,2022,VAN,VAN,Team Level,4on5,81,0.12,0.11,0.12,20753.0,50.38,6.39,2.88,6.96,1.5,14.89,31.38,6.28,6.39,6.28,56.0,8.0,9.0,73.0,10.0,2.0,0.0,3.0,0.0,4.0,45.0,46.0,54.0,10.0,20.0,175.0,76.0,38.0,19.0,37.0,15.0,12.0,1.34,2.1,2.94,3.0,3.0,4.0,73.0,64.0,64.0,18.0,0.65,0.29,0.29,6.75,6.75,6.65,339.7,46.22,32.19,71.48,11.45,198.93,105.73,43.05,46.22,43.05,331.0,135.0,135.0,601.0,58.0,48.0,10.0,49.0,12.0,159.0,140.0,273.0,408.0,12.0,22.0,223.0,17.0,17.0,39.0,302.0,108.0,56.0,8.22,12.68,25.33,13.0,13.0,32.0,601.0,466.0,466.0,3.0,8.42,11.8,11.47,43.18,43.18,41.45
VAN,2022,VAN,VAN,Team Level,5on4,81,0.88,0.88,0.86,25276.0,400.48,50.24,37.05,84.48,13.88,253.64,130.7,47.46,50.24,47.46,377.0,193.0,185.0,755.0,55.0,45.0,4.0,67.0,17.0,218.0,168.0,322.0,515.0,13.0,26.0,281.0,17.0,17.0,56.0,399.0,115.0,56.0,9.38,13.78,27.07,5.0,19.0,31.0,755.0,570.0,570.0,4.0,9.7,9.65,9.44,50.5,50.5,48.17,68.52,6.79,3.52,9.43,2.0,21.05,48.2,6.75,6.79,6.75,77.0,14.0,8.0,99.0,12.0,0.0,0.0,8.0,0.0,13.0,58.0,65.0,79.0,5.0,10.0,167.0,68.0,51.0,27.0,59.0,23.0,9.0,1.67,2.82,2.31,4.0,3.0,5.0,99.0,91.0,91.0,24.0,0.83,0.0,0.0,7.62,7.62,7.57
CHI,2022,CHI,CHI,Team Level,other,81,0.45,0.46,0.47,8622.0,117.82,27.38,8.48,20.26,3.83,62.49,37.56,24.02,27.38,24.02,117.0,43.0,48.0,208.0,25.0,13.0,4.0,23.0,8.0,50.0,41.0,92.0,135.0,5.0,12.0,120.0,27.0,17.0,22.0,90.0,36.0,34.0,3.11,4.75,19.53,2.0,10.0,13.0,208.0,160.0,160.0,7.0,2.39,5.43,5.43,24.34,24.34,22.44,131.68,33.28,9.74,22.49,4.55,72.12,41.82,29.86,33.28,29.86,128.0,56.0,64.0,248.0,31.0,12.0,0.0,16.0,7.0,63.0,55.0,97.0,153.0,7.0,14.0,102.0,18.0,18.0,17.0,94.0,41.0,49.0,3.61,4.79,24.88,4.0,3.0,24.0,248.0,184.0,184.0,7.0,2.83,4.4,3.56,32.54,32.54,30.45
CHI,2022,CHI,CHI,Team Level,all,81,0.43,0.44,0.45,294256.0,2200.44,212.37,149.96,513.33,71.93,1188.37,875.03,203.06,211.1,201.81,2172.0,839.0,988.0,3999.0,198.0,184.0,30.0,436.0,59.0,961.0,1173.0,1974.0,2813.0,269.0,617.0,2320.0,1948.0,676.0,777.0,2230.0,537.0,244.0,60.63,67.54,84.2,64.0,64.0,70.0,3933.89,3011.0,2977.62,429.0,33.12,40.73,40.78,204.72,203.52,198.11,2719.44,279.98,191.82,627.56,89.39,1479.73,1070.58,267.5,283.43,270.85,2722.0,1018.0,1275.0,5015.0,294.0,252.0,42.0,455.0,82.0,1285.0,1372.0,2428.0,3446.0,271.0,616.0,2089.0,1533.0,573.0,617.0,2656.0,772.0,312.0,78.33,94.86,106.79,107.0,90.0,97.0,5124.4,3740.0,3806.59,284.0,42.12,57.83,57.97,264.13,267.4,260.19
CHI,2022,CHI,CHI,Team Level,5on5,81,0.43,0.44,0.44,242109.0,1727.5,145.16,112.12,421.1,56.98,927.13,702.49,140.97,143.88,139.72,1684.0,681.0,791.0,3156.0,134.0,147.0,21.0,357.0,45.0,743.0,939.0,1550.0,2231.0,238.0,545.0,1785.0,1822.0,569.0,653.0,1779.0,433.0,153.0,48.25,54.36,42.55,53.0,46.0,35.0,3090.89,2365.0,2331.62,387.0,23.23,30.7,30.75,137.64,136.44,134.5,2195.67,196.27,148.97,528.06,72.22,1196.29,879.27,189.58,199.7,192.94,2194.0,828.0,1049.0,4071.0,205.0,199.0,35.0,378.0,69.0,1048.0,1123.0,1989.0,2817.0,238.0,544.0,1641.0,1430.0,486.0,523.0,2208.0,613.0,201.0,64.93,75.56,55.77,91.0,67.0,47.0,4180.4,3022.0,3088.59,244.0,30.89,41.63,41.77,185.38,188.64,185.22
CHI,2022,CHI,CHI,Team Level,4on5,81,0.11,0.13,0.14,21061.0,55.32,4.95,2.64,7.86,1.57,17.63,38.35,4.87,4.95,4.87,65.0,8.0,10.0,83.0,7.0,0.0,0.0,3.0,0.0,9.0,54.0,58.0,66.0,8.0,22.0,184.0,77.0,70.0,34.0,57.0,7.0,9.0,1.39,1.01,2.55,3.0,3.0,1.0,83.0,73.0,73.0,30.0,0.61,0.0,0.0,5.57,5.57,5.48,316.86,41.28,29.05,66.05,10.26,187.64,98.71,38.99,41.28,38.99,328.0,105.0,147.0,580.0,51.0,35.0,6.0,55.0,5.0,160.0,127.0,277.0,382.0,16.0,38.0,195.0,19.0,11.0,50.0,293.0,92.0,48.0,7.87,11.05,22.37,12.0,15.0,24.0,580.0,433.0,433.0,6.0,7.47,10.48,11.33,37.43,37.43,35.77
